aphiaid,species,ecoregion,taxon
137126,Mesoplodon mirus,Oceanic Northeast Atlantic,Mammals
105858,Mobula mobular,Oceanic Northeast Atlantic,Fish
127405,Mola mola,Oceanic Northeast Atlantic,Fish
126459,Molva dypterygia,Oceanic Northeast Atlantic,Fish
148776,Morus bassanus,Oceanic Northeast Atlantic,Birds
137102,Orcinus orca,Oceanic Northeast Atlantic,Mammals
105914,Oxynotus centrina,Oceanic Northeast Atlantic,Fish
105915,Oxynotus paradoxus,Oceanic Northeast Atlantic,Fish
127059,Pagellus bogaraveo,Oceanic Northeast Atlantic,Fish
137103,Peponocephala electra,Oceanic Northeast Atlantic,Mammals
137117,Phocoena phocoena,Oceanic Northeast Atlantic,Mammals
137119,Physeter macrocephalus,Oceanic Northeast Atlantic,Mammals
137104,Pseudorca crassidens,Oceanic Northeast Atlantic,Mammals
514084,Puffinus baroli,Oceanic Northeast Atlantic,Birds
137201,Puffinus gravis,Oceanic Northeast Atlantic,Birds
445503,Puffinus mauretanicus,Oceanic Northeast Atlantic,Birds
137203,Puffinus puffinus,Oceanic Northeast Atlantic,Birds
105830,Rhinochimaera atlantica,Oceanic Northeast Atlantic,Fish
137156,Rissa tridactyla,Oceanic Northeast Atlantic,Birds
127186,Salmo salar,Oceanic Northeast Atlantic,Fish
127254,Sebastes mentella,Oceanic Northeast Atlantic,Fish
151324,Sebastes norvegicus,Oceanic Northeast Atlantic,Fish
105919,Somniosus microcephalus,Oceanic Northeast Atlantic,Fish
105819,Sphyrna zygaena,Oceanic Northeast Atlantic,Fish
137107,Stenella coeruleoalba,Oceanic Northeast Atlantic,Mammals
137108,Stenella frontalis,Oceanic Northeast Atlantic,Mammals
137110,Steno bredanensis,Oceanic Northeast Atlantic,Mammals
137171,Stercorarius longicaudus,Oceanic Northeast Atlantic,Birds
422607,Stercorarius maccormicki,Oceanic Northeast Atlantic,Birds
137172,Stercorarius parasiticus,Oceanic Northeast Atlantic,Birds
137173,Stercorarius pomarinus,Oceanic Northeast Atlantic,Birds
137174,Stercorarius skua,Oceanic Northeast Atlantic,Birds
126482,Trachyrincus scabrus,Oceanic Northeast Atlantic,Fish
137111,Tursiops truncatus,Oceanic Northeast Atlantic,Mammals
137133,Uria aalge,Oceanic Northeast Atlantic,Birds
127427,Zeus faber,Oceanic Northeast Atlantic,Fish
137127,Ziphius cavirostris,Oceanic Northeast Atlantic,Mammals
